Date,Open,High,Low,Close*,Adj Close**,Volume,3day_before_change
"Oct 23, 2019",62.96,64.89,62.06,62.83,62.83,"2,382,900",0.9830380130243828
"Oct 22, 2019",66.11,66.37,62.94,63.20,63.20,"2,185,000",-
"Oct 21, 2019",64.91,66.32,64.63,66.03,66.03,"2,172,300",-
"Oct 18, 2019",66.55,66.88,61.68,64.52,64.52,"3,705,900",1.023403595784253
"Oct 17, 2019",67.15,67.63,66.15,66.72,66.72,"1,565,000",0.9631288251977907
"Oct 16, 2019",67.17,68.17,65.85,67.06,67.06,"2,238,500",0.9944850201222238
"Oct 15, 2019",67.64,67.94,66.85,66.99,66.99,"1,758,300",-
"Oct 14, 2019",66.73,67.77,66.62,67.09,67.09,"1,618,700",-
"Oct 11, 2019",67.80,68.11,65.61,66.53,66.53,"2,678,500",1.0084172553735158
"Oct 10, 2019",66.81,67.77,66.51,67.14,67.14,"2,667,000",1.0295574125657692
"Oct 09, 2019",65.26,67.61,64.70,67.04,67.04,"4,472,300",1.032129131437356
"Oct 08, 2019",64.40,65.36,63.06,64.62,64.62,"3,478,400",-
"Oct 07, 2019",62.57,65.60,62.08,65.05,65.05,"4,845,700",-
"Oct 04, 2019",62.46,63.38,61.93,62.40,62.40,"2,598,400",1.0424679487179487
"Oct 03, 2019",61.45,63.00,60.38,62.21,62.21,"5,346,100",1.024798817539826
"Oct 02, 2019",60.80,61.04,59.77,60.76,60.76,"2,879,200",1.0046834625322998
"Oct 01, 2019",62.03,62.24,60.65,60.89,60.89,"2,744,100",-
"Sep 30, 2019",60.62,62.22,59.58,61.92,61.92,"2,228,800",-
"Sep 27, 2019",62.71,62.89,60.13,60.64,60.64,"2,277,600",1.0211081794195251
"Sep 26, 2019",62.31,62.70,61.54,62.39,62.39,"1,825,100",0.98250162022035
"Sep 25, 2019",61.74,62.86,60.61,62.61,62.61,"2,786,300",0.9669869807811532
"Sep 24, 2019",64.70,64.78,61.38,61.72,61.72,"4,428,300",-
"Sep 23, 2019",64.51,64.78,63.80,64.52,64.52,"4,093,200",-
"Sep 20, 2019",63.72,65.07,63.51,64.80,64.80,"8,976,600",0.995679012345679
"Sep 19, 2019",63.13,63.63,62.60,63.36,63.36,"3,615,000",1.0468497576736673
"Sep 18, 2019",61.85,63.83,61.50,63.30,63.30,"3,659,500",1.0239172592113768
"Sep 17, 2019",61.16,62.12,61.04,61.90,61.90,"3,333,700",-
"Sep 16, 2019",61.05,62.85,59.99,61.88,61.88,"4,190,600",-
"Sep 13, 2019",62.99,63.99,62.41,62.49,62.49,"3,438,900",0.990238438150104
"Sep 12, 2019",62.97,64.18,62.30,62.93,62.93,"5,089,500",1.0430645968953431
"Sep 11, 2019",59.50,63.45,59.18,63.30,63.30,"5,257,400",-
"Sep 10, 2019",56.23,60.80,55.80,59.91,59.91,"8,136,900",-
